id,sentence,e1_pos,e2_pos,relation,label
5874,His interview for Colonel James Critchfield the CIA Gehlen Organization that runs nearly thousand pages was hidden in the CIA files for years,1,20,"Content-Container(e1,e2)",17
5875,Once all the corn liquor is collected you have proof it down,3,4,"Entity-Origin(e2,e1)",14
5876,The navigator did his job then with Plath sextant chronograph,1,8,"Instrument-Agency(e2,e1)",6
5877,The bathroom comprises bath tub with electric shower wash basin WC,1,8,"Component-Whole(e2,e1)",12
5878,The system uses filter clean the air that the central vacuum has taken in,1,3,"Component-Whole(e2,e1)",12
5879,The following regulations govern refunds available upon withdrawal from the University or when other changes status take place,2,4,"Message-Topic(e1,e2)",1
5880,We teach conflict resolution skills young people through workshops in schools youth,4,8,"Message-Topic(e2,e1)",2
5881,In economic terms pollution from fossil fuels is regarded as negative externality should be taxed,3,6,"Cause-Effect(e2,e1)",10
5882,Third air water pollution from fossil fuels are huge problem in China,3,6,"Cause-Effect(e2,e1)",10
5883,Once he dangled his by the sight along the tree trunk,4,6,"Component-Whole(e2,e1)",12
5884,The Ca content in the corn flour has also strong dependence on the pericarp thickness Gutierrez et,5,6,"Entity-Origin(e2,e1)",14
5885,The suitcase was full smart new clothes,1,6,"Content-Container(e2,e1)",18
5886,There are three different oestrogens made by your body,4,8,"Product-Producer(e1,e2)",3
5887,The pandemic flu virus was confirmed in flock breeder turkeys in Virginia,7,9,"Member-Collection(e2,e1)",16
5888,Murmur Water other piece I photographed for you shows the Zoroastrian goddess water with fish,11,14,Other,0
5889,In there was strong typhoon an earthquake that lead the destruction the instrument,4,10,"Cause-Effect(e1,e2)",9
5890,In the beginning the yarn was stored in plastic Ikea bins,4,10,"Content-Container(e1,e2)",17
5891,Two goals sent the team into the Carling final,4,8,Other,0
5892,Buoyed by liberal attitudes such as those politicians across Western Europe are stepping out the closet,7,15,"Entity-Origin(e1,e2)",13
5893,It took Sonu Shamdasani the primary translator the writer introductory essay two years persuade Jung family let him start working on copy the original book,8,10,"Product-Producer(e2,e1)",4
5894,Still Wondrich onetime history professor who is now the drinks correspondent for Esquire magazine was the man who made me see the light about rye whiskey,24,25,"Entity-Origin(e2,e1)",14
5895,The foreign company has entered into the insurance market in China,2,8,Other,0
5896,Well rested from our relaxing day pool side the tourists had an early departure from the hotel,9,16,"Entity-Origin(e1,e2)",13
5897,He about their divorce from newspaper,3,5,"Message-Topic(e2,e1)",2
5898,Also included is our Commission Authorization form which collects the author contact information authorizes us retain our standard 5 % commission,10,12,Other,0
5899,Far below universe away constellation windows darkened,4,5,"Member-Collection(e2,e1)",16
5900,One faction dragons named the were attacked by the orcs Valley many were enslaved by including the female mate who was leader the brood,1,2,"Member-Collection(e2,e1)",16
5901,The ditch was dug the rampart piled up by gangs men working in sections,5,9,"Product-Producer(e1,e2)",3
5902,Speeding is one the more obvious causes pedestrian accidents,0,8,"Cause-Effect(e1,e2)",9
5903,Family values meanings are narrated through family albums,1,7,"Message-Topic(e2,e1)",2
5904,It was jigsaw puzzle game several spilled pecans in dish,7,9,"Content-Container(e1,e2)",17
5905,The axis the drive wheel the internal Geneva drive haves bearing only on one side,1,4,"Component-Whole(e1,e2)",11
5906,Even though the network programming covers the political process the network receives no funding from the government,4,7,"Message-Topic(e1,e2)",1
5907,The tea bag was in mug which made the whole process more straightforward,1,5,"Content-Container(e1,e2)",17
5908,Microsoft has announced an alliance various industry partners whose goal is fight the Conficker worm,4,7,"Member-Collection(e2,e1)",16
5909,The images show group men that detectives want question,1,3,"Message-Topic(e1,e2)",1
5910,The detainee traveled Afghanistan on forged passport,1,6,"Instrument-Agency(e2,e1)",6
5911,Thorstein has no choice but ride the village Hof deal with Thord the man who struck him with the staff,13,19,"Instrument-Agency(e2,e1)",6
5912,Numerous international treatises assert the obligation give medical care without discrimination all victims in war zone,2,5,"Message-Topic(e1,e2)",1
5913,A lamentation swans is swimming on the lake some are on the shore others are flying,1,2,"Member-Collection(e2,e1)",16
5914,Note that the relevant superannuation fund s must be notified the employee departure from the company,11,15,"Entity-Origin(e1,e2)",13
5915,This year many films from Asian countries are entering into the film festival,3,11,"Entity-Destination(e1,e2)",7
5916,The high temperature caused decomposition reaction increased the inner pressure the reactor resulted in rupture,1,4,"Cause-Effect(e1,e2)",9
5917,New Zealand raised force fight in Europe sent brigade mounted riflemen brigade infantry which after meeting up with the Australians was diverted Egypt,8,10,"Member-Collection(e2,e1)",16
5918,He hold the body the plane loosely between two fingers with the nose the plane pointing toward the floor,3,5,"Component-Whole(e1,e2)",11
5919,The scientists monitored the depth while studying the narrows through binoculars,1,10,"Instrument-Agency(e2,e1)",6
5920,These people dropped animal food into the lake,3,7,"Entity-Destination(e1,e2)",7
5921,Five space shuttle orbiters have flown into space on NASA missions,1,7,"Entity-Destination(e1,e2)",7
5922,Athos Porthos Aramis were soldiers in the very prestigious regiment The King musketeers something like King which main arm in the battlefield was the musket very heavy gun that needed be held on fork,9,12,"Member-Collection(e2,e1)",16
5923,Access Two Gateway Center is gained from doorway just inside the Liberty Avenue vehicle entrance,0,7,Other,0
5924,Branton bridge solicitors entered into the administration building,2,6,"Entity-Destination(e1,e2)",7
5925,It is general rule thumb that the tastier more expensive blended is the more single malt barley has gone into its making,16,17,"Entity-Origin(e2,e1)",14
5926,The school convinced jurors with plans for research programs such as the Karlsruhe School Optics Photonics,1,5,"Product-Producer(e2,e1)",4
5927,The deterioration has been caused by an apparently endless recession,1,9,"Cause-Effect(e2,e1)",10
5928,The money was put into education health,1,5,"Entity-Destination(e1,e2)",7
5929,He poured water into cookie pan put the mold into the pan froze the two together,2,4,"Entity-Destination(e1,e2)",7
5930,The apartment comprises two bedrooms with fitted wardrobes two bathrooms with tub spacious kitchen room,1,4,"Component-Whole(e2,e1)",12
5931,I pressed the button the radio transmitter be programmed 1x,3,6,"Component-Whole(e1,e2)",11
5932,Here is another work from the pen vital American composer,3,9,"Product-Producer(e1,e2)",3
5933,After short playing session they walked off on the trail couple lone female Impalas,10,13,"Member-Collection(e2,e1)",16
5934,The committee came up with some interesting recommendations,1,7,"Product-Producer(e2,e1)",4
5935,The greatest exponent monounsaturated fat is olive oil it is prime component the Mediterranean Diet,6,7,"Entity-Origin(e2,e1)",14
5936,My father spent his money on his company,4,7,"Entity-Destination(e1,e2)",7
5937,My wife quickly prepared scrambled eggs black coffee took them back bed with her copy Miss Pettigrew lives for Day,1,7,"Product-Producer(e2,e1)",4
5938,I took look at the way in what direction the door the dryer swings open since there was limited space in my laundry room,10,12,"Component-Whole(e1,e2)",11
5939,The scientific yet understandable reasons why the Aid is so effective in eliminating preventing elbow pain due epicondylitis commonly referred as Tennis Elbow tendinitis,14,23,"Cause-Effect(e2,e1)",10
5940,The baby bat was blown into the squirrel treetop nest by storm,1,9,"Entity-Destination(e1,e2)",7
5941,The principal hazard facing the publisher with respect reviews is getting panned by an honest book reviewer or scammed by phony book reviewer,15,16,Other,0
5942,The comforter was in suitcase bound for the Middle East aboard commercial flight,1,4,"Content-Container(e1,e2)",17
5943,The process departs from an inspiration idea generation phase based on challenges the company faces in the coming years,1,5,"Cause-Effect(e2,e1)",10
5944,Shrimp paste is key ingredient used for making Thai curry it is also used in many spicy soups salads sauces,1,9,"Component-Whole(e1,e2)",11
5945,The decline has been caused by the immigration lower ability immigrants,1,7,"Cause-Effect(e2,e1)",10
5946,The Country Lane Charm birdhouse is made from antique salvaged barn wood,4,11,"Entity-Origin(e1,e2)",13
5947,One factory output or became the raw materials another factory preferably nearby,1,2,"Product-Producer(e2,e1)",4
5948,The following letter was sent members the U.S. Senate,2,5,"Entity-Destination(e1,e2)",7
5949,This machine was in suitcase that was the size bag weighed less than pounds,1,4,"Content-Container(e1,e2)",17
5950,Simple plastic covered wire baskets with wheels on rail allows access the rear the refrigerator,12,14,"Component-Whole(e1,e2)",11
5951,Judging by the decorations in the shop windows it is Christmas time,6,7,"Component-Whole(e2,e1)",12
5952,Instead criminal law is set out in diverse range statutes court decisions,1,8,"Cause-Effect(e2,e1)",10
5953,Here the coast comprises coastal lowlands that receive the many small rivers flowing from the plains the island western half,2,5,Other,0
5954,Infectious conjunctivitis is the most common cause pinkeye around the world,1,7,"Cause-Effect(e1,e2)",9
5955,Afterwards the work points out the great difficulties due the measurement those parameters reports about some experimental investigations executed,2,7,"Message-Topic(e1,e2)",1
5956,The singing comes from the substantial figure Mole Paul Smith in the normal world who crams into his days job,1,6,"Cause-Effect(e2,e1)",10
5957,His poetry began enjoying increasing success in he was able earn his living exclusively from his writings joining the collective young writers at the magazine Ogonyok,19,21,"Member-Collection(e2,e1)",16
5958,The bible was in trunk that was sent Fort Worth Texas,1,4,"Content-Container(e1,e2)",17
5959,The author uses symbolism in order show the importance some ideals main themes the novel,1,3,"Instrument-Agency(e2,e1)",6
5960,Strawberry tea tastes almost as delicious as the berry itself with mild fruity flavor,0,1,"Entity-Origin(e2,e1)",14
