id,sentence,e1_pos,e2_pos,label
7492,The tools made the job easy when it could have been a nightmare .,1,4,Other
7493,Companies face big risk from loss of key employees .,3,5,"Cause-Effect(e2,e1)"
7494,The story put wine in a positive health light and pointed out that it was superior to other foods in that particular regard .,3,6,Other
7495,The person fell from the tree .,1,5,"Entity-Origin(e1,e2)"
7496,"The shelves contained books with sinister-sounding titles , such as Crime and Punishment , Days of Wrath , Death Walks Among You and a few others .",1,3,"Content-Container(e2,e1)"
7497,"Once it was the middle of winter , and the snowflakes fell from the sky like feathers .",10,14,"Entity-Origin(e1,e2)"
7498,"On October 28 , 2003 , a worker was using a hammer to tap the arms of a truck 's cabstand into a vertical position when the cabstand 's arms collapsed in an unintended opposite direction causing the cab to slide off the stand onto the worker 's arm .",7,11,"Instrument-Agency(e2,e1)"
7499,The crypt contained the tomb of St Paul but the altar had hidden it .,1,4,"Content-Container(e2,e1)"
7500,The PI login is created by the administrator .,2,7,"Product-Producer(e1,e2)"
7501,"Heating oil is similar to diesel oil , and the process of refining it is very similar .",5,6,Other
7502,That 's because nostalgia serves a useful defensive and reparative function ; it took the sting from a painful episode in his life by shading the script .,15,18,Other
7503,"The plane makes a parabolic maneuver , much like a roller coaster with steep climbs and descents , that simulates zero gravity conditions .",1,5,Other
7504,Some people experience tremors after drinking coffee and tea .,3,5,"Cause-Effect(e2,e1)"
7505,I 'm running a charity that helps the poorest school libraries in the U.S .,4,10,Other
7506,Hitting out of anger is absolutely wrong .,0,3,"Cause-Effect(e2,e1)"
7507,The president used the pretext of national security .,1,4,"Instrument-Agency(e2,e1)"
7508,These characteristics are inconsistent with observations from earthquakes of comparable distance and magnitude to those that dominate the hazard at Yucca Mountain .,5,7,Other
7509,He derives great joy and happiness from cycling .,5,7,"Cause-Effect(e2,e1)"
7510,The man can not be too old - in his middle thirties - but his face exhibits more wrinkles from smiling than I 've seen upon the mug of the happiest of grandparents .,18,20,"Cause-Effect(e2,e1)"
7511,"The book has as its backdrop the political controversy over euthanasia in Australia , where the author is senior lecturer in the Health Law Program .",1,10,"Message-Topic(e1,e2)"
7512,I am amazed how the sound is making things bounce off the walls in my house .,12,15,"Component-Whole(e1,e2)"
7513,"At their peak on Saturday , 23 September , the powerboat manufacturer sold a new boat every 28 minutes .",10,11,"Product-Producer(e1,e2)"
7514,The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a decrease in overall mortality with aggressive blood pressure control .,16,24,"Cause-Effect(e2,e1)"
7515,The scientist applied a method called recombineering to the fruitfly genes .,1,4,"Instrument-Agency(e2,e1)"
7516,The resulting shockwaves produced the metal-forming conditions for periods of 100-200 ns .,2,6,"Cause-Effect(e1,e2)"
7517,The software uses the wrong comment marks for PHP files .,1,6,"Product-Producer(e2,e1)"
7518,I found some candy in my underwear .,3,6,"Content-Container(e1,e2)"
7519,"Once the prisoners had created the trapdoors , they were ready to start digging the tunnels , but there was a major problem to overcome .",2,6,"Product-Producer(e2,e1)"
7520,This skateboard company designs skateboards specifically for girls .,1,2,"Product-Producer(e1,e2)"
7521,Myles and Simpson also identify defensive behaviour from learners like lashing out verbally or physically or threatening the educators or other learners and withdrawing from others emotionally or physically .,6,8,Other
7522,"Another drinking accident happened in the Gallup area the other day , which is plagued by drinking and driving accidents .",1,2,"Cause-Effect(e1,e2)"
7523,"The programmer made a mistake with respect to quoting , but it appeared as over-quoting instead of lurking as a security problem .",1,4,"Cause-Effect(e1,e2)"
7524,"In almost all of the incidents , the attacker developed the idea to harm the target before the attack .",8,11,"Product-Producer(e2,e1)"
7525,The quotation is from the preface to the fourth edition .,1,5,"Entity-Origin(e1,e2)"
7526,"In America , generations of Portuguese immigrants from the mainland , Azores and Madeira have brought their often-simple but diverse and always tasty cuisine .",6,9,"Entity-Origin(e1,e2)"
7527,The temperature inside the car was 79 degrees .,1,4,Other
7528,Her employment at this mustard company is considered the earliest recorded evidence of a company specifically hiring an industrial nurse .,4,5,"Product-Producer(e1,e2)"
7529,Digital computers actually execute numerical instructions : bitstrings that contain information in the native language created by the machine 's designers .,14,20,"Product-Producer(e1,e2)"
7530,"The bag contained books , a cell phone and notepads .",1,3,"Content-Container(e2,e1)"
7531,Entrepreneurship out of necessity is quite common in Europe where 60 % of female headed businesses in Northern Europe and 70 % in Southern Europe are established for this reason .,0,3,"Cause-Effect(e2,e1)"
7532,The actor played a psychopathic preacher with a restrained malice .,1,9,Other
7533,A nurse helps the caregiver .,1,4,Other
7534,"Beginning in 1966-67 , the club made the playoffs nine consecutive seasons , the only NHL team of the period to accomplish that feat .",5,8,"Entity-Destination(e1,e2)"
7535,"Anthony finds inspiration in a beautiful , enigmatic older woman who teaches him to follow his heart and find happiness through swing dancing .",19,22,"Cause-Effect(e2,e1)"
7536,The author applied the above-mentioned simple dovetailer to all computable universes .,1,6,"Instrument-Agency(e2,e1)"
7537,St John 's wort reduced the severity of depression after six weeks .,8,11,Other
7538,Statistical analysis was made using the PCSM program .,1,7,Other
7539,They generally bought grapes from farmers or else they bought wine produced by cooperative wineries .,10,14,"Product-Producer(e1,e2)"
7540,"Habitat degradation from within stream channels , loss of riparian vegetation , and reductions in water quality degrade and also limit the population .",1,5,Other
7541,"Located near the equator in South America , the cocoa tree produces cocoa beans , the source of all chocolate .",9,12,"Product-Producer(e2,e1)"
7542,They often have a pump over the drainage hole to draw the waste water towards it .,4,8,Other
7543,The retailerer reported the income from a coupon 's face value and its related handling fee at the time the coupon was received from the customer .,20,25,"Entity-Origin(e1,e2)"
7544,Surgery is reserved for treating residual disease six to eight weeks after radiation therapy or for recurrence .,10,13,Other
7545,"I 'm finding the most joy comes from Asian flavours ; beautiful fresh fish ; things that have been marinated ; roasted vegetables ; meats that intensify in flavour during the cooking process ; and dishes made from the most brilliant , fresh , in-season food .",5,9,"Cause-Effect(e2,e1)"
7546,A cancer survivor writes about the relatively rare occurrence of calcification of the breast after radiation therapy .,10,16,"Cause-Effect(e2,e1)"
7547,Batteries stored in contact with one another generate heat and hydrogen gas .,0,3,Other
7548,"Of the situation in the fifteenth century , Parkes remarks : 'The mass of the people cultivated the land ' .",12,18,Other
7549,"His tendency to experience pathological anxiety from his early years and his tendency to respond to novelty , change , and challenges with an exaggerated anxiety response were noted .",5,9,Other
7550,"We put frozen prawns in the popcorn maker , and we obtained prawn crackers .",3,6,"Entity-Destination(e1,e2)"
7551,The entire site was actively farmed during the 2004 growing season and aerial photography indicates the site has been farmed for multiple years .,16,22,Other
7552,The neutrons were produced by bombarding a tritium target with deuterium .,1,5,"Cause-Effect(e2,e1)"
7553,"Before doing for his hair reduction by laser treatment , he first consulted with a dermatologist .",5,8,"Cause-Effect(e2,e1)"
7554,The rings are preferably made from a copolymer polypropylene .,1,7,Other
7555,This represents a house that contains a light bulb and an airconditioner .,3,7,"Component-Whole(e2,e1)"
7556,"The name given to our cluster , Valhalla , comes from Norse mythology .",1,12,"Entity-Origin(e1,e2)"
7557,"I was trained as a vioin maker , over 20 years ago , and have built violins ( baroque and classical ) , violas , cellos , viols da gamba , and viols d'amore .",5,6,"Product-Producer(e1,e2)"
7558,Ancient pagan traditions used famine following feast as a way of revealing truth .,4,6,Other
7559,The students designed the home 's living areas with an eye toward making a small house feel spacious .,1,7,Other
7560,The company developed the negatives and returned the camera with a fresh roll of film .,1,4,Other
7561,The measurement was made using a gonio-photometric color measurement system .,1,9,Other
7562,"For this reason the hairdresser prefers conventional scissors , which however do not exhibit the ergonomical advantages .",4,7,"Instrument-Agency(e2,e1)"
7563,Any deformation from the circular form have a significant effect on the ability of the hose to sustain internal pressure .,1,5,Other
7564,"The data is received from a sensor in the shoe , with audible feedback provided through the earphones .",1,6,"Product-Producer(e1,e2)"
7565,"The check given by Charles V to the advance of the Ottoman power along the African coast made him appear to the world as the liberator of the Christians and the terror of the infidels , and gave him such prestige that Francis felt obliged to get all the advantage possible out of his alliance .",31,34,Other
